"Genus","OTU","pvalue","seasoncooccurrence","Process"
"Kapabacteriales","Zotu4257",0.013,"Fall-Spring-Summer","TSS"
"Pseudarcobacter","Zotu4259",0.04,"Fall-Spring-Summer","TSS"
"Thauera","Zotu4261",0.033,"Summer","TSS"
"Pseudomonas","Zotu4266",0.035,"Fall-Summer-Winter","TSS"
"Silvanigrella","Zotu4269",0.002,"Summer","TSS"
"Alistipes","Zotu4270",0.001,"Fall-Spring-Winter","TSS"
"Pseudarcobacter","Zotu4274",0.013,"Fall-Spring-Winter","TSS"
"uncultured","Zotu4275",0.001,"Summer","TSS"
"AB1","Zotu4276",0.007,"Summer","TSS"
"Acinetobacter","Zotu4277",0.002,"Summer","TSS"
"Ferruginibacter","Zotu4280",0.001,"Spring-Winter","TSS"
"Tabrizicola","Zotu4282",0.027,"Fall-Summer","TSS"
"uncultured","Zotu4283",0.006,"Summer","TSS"
"Coprothermobacter","Zotu4286",0.001,"Summer","TSS"
"T34","Zotu4287",0.049,"Summer","TSS"
"Candidatus_Pacebacteria","Zotu4289",0.008,"Spring-Winter","TSS"
"Prevotella","Zotu4291",0.002,"Summer","TSS"
"Phenylobacterium","Zotu4292",0.002,"Fall-Summer","TSS"
"Brachymonas","Zotu4293",0.002,"Fall-Summer","TSS"
"Candidatus_Accumulibacter","Zotu4300",0.032,"Summer","TSS"
"Bacteroides","Zotu4303",0.003,"Summer","TSS"
"Shinella","Zotu4305",0.012,"Summer","TSS"
"Caenarcaniphilales","Zotu4317",0.02,"Spring","TSS"
"Rhodoferax","Zotu4319",0.009,"Summer","TSS"
"Propionivibrio","Zotu4327",0.03,"Summer","TSS"
"Runella","Zotu4336",0.023,"Fall-Spring-Winter","TSS"
"Cloacibacterium","Zotu4337",0.001,"Summer","TSS"
"Absconditabacteriales_","Zotu4339",0.003,"Fall-Summer","TSS"
"uncultured","Zotu4342",0.002,"Fall-Summer-Winter","TSS"
"uncultured","Zotu4345",0.006,"Fall-Spring-Winter","TSS"
"Flavobacterium","Zotu4346",0.001,"Fall-Spring-Winter","TSS"
"Edaphobaculum","Zotu4351",0.005,"Spring-Summer-Winter","TSS"
"Brevundimonas","Zotu4355",0.015,"Summer","TSS"
"Coprothermobacter","Zotu4356",0.001,"Fall-Spring-Winter","TSS"
"uncultured","Zotu4358",0.007,"Spring-Summer-Winter","TSS"
"Phaselicystis","Zotu4359",0.02,"Fall-Spring-Winter","TSS"
"Aquitalea","Zotu4360",0.001,"Spring","TSS"
"WCHB1-32","Zotu4361",0.001,"Fall-Summer","TSS"
"uncultured","Zotu4366",0.004,"Fall","TSS"
"Bifidobacterium","Zotu4370",0.002,"Fall-Summer","TSS"
"Cloacibacterium","Zotu4373",0.001,"Summer","TSS"
"Simplicispira","Zotu4375",0.001,"Summer","TSS"
"Aeromonas","Zotu4379",0.042,"Summer","TSS"
"Leucobacter","Zotu4380",0.041,"Summer","TSS"
"Porphyrobacter","Zotu4383",0.008,"Fall-Spring-Winter","TSS"
"Paludibacter","Zotu4386",0.022,"Summer","TSS"
"Leptothrix","Zotu4390",0.001,"Summer","TSS"
"Paludibacter","Zotu4391",0.001,"Fall-Spring-Winter","TSS"
"Zoogloea","Zotu4395",0.001,"Fall-Spring-Winter","TSS"
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Zotu4396",0.002,"Fall-Summer","TSS"
"Macellibacteroides","Zotu4399",0.006,"Summer","TSS"
"C39","Zotu4403",0.001,"Spring-Winter","TSS"
"Weeksellaceae","Zotu4407",0.001,"Fall-Summer","TSS"
"Spirochaeta_2","Zotu4409",0.022,"Fall","TSS"
"WCHB1-32","Zotu4410",0.002,"Fall","TSS"
"Christensenellaceae_R-7_group","Zotu4417",0.008,"Summer","TSS"
"Leucobacter","Zotu4421",0.015,"Spring-Winter","TSS"
"Roseomonas","Zotu4422",0.004,"Fall-Spring-Winter","TSS"
"Anaerosinus","Zotu4424",0.004,"Fall","TSS"
"Alistipes","Zotu4426",0.001,"Fall-Spring-Winter","TSS"
"Comamonas","Zotu4431",0.027,"Fall-Summer","TSS"
"Raoultella","Zotu4432",0.035,"Summer","TSS"
"Sphaerotilus","Zotu4433",0.004,"Spring-Winter","TSS"
"Comamonas","Zotu4434",0.026,"Fall-Winter","TSS"
"Acinetobacter","Zotu4435",0.004,"Fall","TSS"
"SAR324_clade","Zotu4441",0.007,"Spring-Winter","TSS"
"KD1-131","Zotu4442",0.003,"Fall-Spring-Winter","TSS"
"Bifidobacterium","Zotu4444",0.025,"Spring-Winter","TSS"
"Candidatus_Electronema","Zotu4445",0.004,"Summer","TSS"
"Tetrasphaera","Zotu4448",0.001,"Fall-Summer","TSS"
"Romboutsia","Zotu4453",0.005,"Summer","TSS"
"Aeromonas","Zotu4454",0.001,"Fall","TSS"
"Mycobacterium","Zotu4456",0.001,"Fall-Spring-Winter","TSS"
"WCHB1-32","Zotu4457",0.002,"Summer","TSS"
"Cloacimonadales","Zotu4463",0.002,"Fall-Summer","TSS"
"uncultured","Zotu4465",0.009,"Fall-Summer","TSS"
"Flavobacterium","Zotu4466",0.002,"Fall-Spring-Winter","TSS"
"Bacteroides","Zotu4467",0.003,"Summer","TSS"
"Aquabacterium","Zotu4468",0.004,"Fall-Summer","TSS"
"Candidatus_Accumulibacter","Zotu4475",0.003,"Fall-Summer","TSS"
"Acinetobacter","Zotu4478",0.001,"Fall-Summer","TSS"
"Tolumonas","Zotu4483",0.002,"Fall-Summer","TSS"
"Pajaroellobacter","Zotu4486",0.007,"Spring-Winter","TSS"
"Hungateiclostridiaceae","Zotu4492",0.001,"Spring-Winter","TSS"
"Flavobacterium","Zotu4496",0.011,"Fall-Spring","TSS"
"Candidatus_Moranbacteria","Zotu4498",0.045,"Summer","TSS"
"Propioniciclava","Zotu4500",0.003,"Summer","TSS"
"Alkanindiges","Zotu4501",0.046,"Summer","TSS"
"Comamonas","Zotu4503",0.011,"Fall-Summer","TSS"
"Uruburuella","Zotu4506",0.006,"Summer","TSS"
"Kapabacteriales","Zotu4507",0.01,"Fall-Spring-Winter","TSS"
"WCHB1-41","Zotu4508",0.004,"Fall-Spring-Summer","TSS"
"Zoogloea","Zotu4514",0.001,"Summer","TSS"
"Bacteriovorax","Zotu4517",0.001,"Summer","TSS"
"uncultured","Zotu4518",0.032,"Fall-Summer","TSS"
"Formivibrio","Zotu4520",0.021,"Winter","TSS"
"LCP-89","Zotu4522",0.001,"Spring-Winter","TSS"
"CM1G08","Zotu4523",0.009,"Summer","TSS"
"Paraprevotella","Zotu4524",0.04,"Summer","TSS"
"AAP99","Zotu4525",0.014,"Fall-Spring-Winter","TSS"
"uncultured","Zotu4526",0.002,"Fall-Summer","TSS"
"Thiothrix","Zotu4529",0.004,"Spring-Winter","TSS"
"SM2D12","Zotu4531",0.032,"Fall-Spring-Winter","TSS"
"Thiothrix","Zotu4533",0.042,"Summer","TSS"
"Lysobacter","Zotu4535",0.001,"Fall-Spring-Winter","TSS"
"Bacteroides","Zotu4538",0.028,"Fall-Spring-Winter","TSS"
"Paludibacter","Zotu4541",0.001,"Spring-Winter","TSS"
"Paludibacter","Zotu4546",0.003,"Fall-Summer-Winter","TSS"
"uncultured","Zotu4548",0.001,"Summer","TSS"
"Flavobacterium","Zotu4549",0.032,"Fall-Summer","TSS"
"WCHB1-32","Zotu4550",0.001,"Summer","TSS"
"HN-HF0106","Zotu4552",0.001,"Summer","TSS"
"Sulfurospirillum","Zotu4555",0.005,"Fall-Spring-Winter","TSS"
"Enterobacter","Zotu4557",0.005,"Fall-Spring","TSS"
"Bacteroides","Zotu4558",0.004,"Fall-Summer","TSS"
"Tolumonas","Zotu4559",0.007,"Fall-Spring-Winter","TSS"
"Pajaroellobacter","Zotu4564",0.001,"Fall-Spring-Winter","TSS"
"Armatimonas","Zotu4565",0.006,"Fall-Spring-Winter","TSS"
"uncultured","Zotu4567",0.046,"Summer","TSS"
"Sutterella","Zotu4568",0.025,"Fall-Summer","TSS"
"Cloacibacterium","Zotu4569",0.018,"Fall","TSS"
"Propionicimonas","Zotu4571",0.002,"Summer","TSS"
"[Eubacterium]_brachy_group","Zotu4572",0.001,"Summer","TSS"
"Absconditabacteriales_","Zotu4573",0.002,"Fall-Summer","TSS"
"Geothrix","Zotu4575",0.01,"Fall-Summer","TSS"
"Acinetobacter","Zotu4578",0.001,"Summer","TSS"
"Acinetobacter","Zotu4579",0.041,"Fall-Summer","TSS"
"Subdoligranulum","Zotu4586",0.001,"Summer","TSS"
"Tolumonas","Zotu4588",0.001,"Summer","TSS"
"Desulfobulbus","Zotu4591",0.001,"Summer","TSS"
"env.OPS_17","Zotu4592",0.001,"Spring-Winter","TSS"
"Aeromonas","Zotu4595",0.02,"Fall-Summer","TSS"
"uncultured","Zotu4596",0.029,"Spring-Summer-Winter","TSS"
"Flavobacterium","Zotu4597",0.004,"Fall-Spring-Winter","TSS"
"Zoogloea","Zotu4598",0.004,"Summer","TSS"
"Flavobacterium","Zotu4599",0.011,"Fall-Winter","TSS"
"uncultured","Zotu4601",0.001,"Summer","TSS"
"Veillonella","Zotu4602",0.01,"Fall-Summer","TSS"
"Rhodoferax","Zotu4603",0.016,"Fall-Summer","TSS"
"Dechloromonas","Zotu4604",0.013,"Summer","TSS"
"Syntrophorhabdus","Zotu4613",0.046,"Summer","TSS"
"Dialister","Zotu4623",0.002,"Spring-Winter","TSS"
"Rhodobacter","Zotu4627",0.049,"Summer","TSS"
"P3OB-42","Zotu4628",0.02,"Fall-Summer","TSS"
"Aquitalea","Zotu4629",0.002,"Summer-Winter","TSS"
"Macellibacteroides","Zotu4630",0.003,"Fall-Spring-Winter","TSS"
"Flavobacterium","Zotu4632",0.001,"Spring-Winter","TSS"
"Paludibacter","Zotu4633",0.001,"Fall-Spring-Winter","TSS"
"Raoultella","Zotu4634",0.008,"Summer","TSS"
"EV818SWSAP88","Zotu4635",0.001,"Summer","TSS"
"Dechloromonas","Zotu4638",0.005,"Winter","TSS"
"Megamonas","Zotu4644",0.043,"Spring-Summer-Winter","TSS"
"Tolumonas","Zotu4646",0.003,"Spring-Winter","TSS"
"uncultured","Zotu4647",0.001,"Spring-Winter","TSS"
"Pseudarcobacter","Zotu4664",0.007,"Summer","TSS"
"Acinetobacter","Zotu4667",0.001,"Spring-Winter","TSS"
"UCG-010","Zotu4669",0.002,"Summer","TSS"
"Dechloromonas","Zotu4670",0.016,"Summer","TSS"
"Desulfobulbus","Zotu4672",0.001,"Fall-Spring-Winter","TSS"
"Flavobacterium","Zotu4673",0.012,"Summer","TSS"
"uncultured","Zotu4674",0.001,"Fall-Spring","TSS"
"Acinetobacter","Zotu4677",0.042,"Spring-Summer-Winter","TSS"
"Candidatus_Competibacter","Zotu4685",0.039,"Summer","TSS"
"Acinetobacter","Zotu4686",0.001,"Fall-Spring-Winter","TSS"
"Beggiatoa","Zotu4694",0.001,"Fall-Spring-Winter","TSS"
"Catenibacterium","Zotu4705",0.015,"Summer","TSS"
"Aquabacterium","Zotu4711",0.003,"Fall-Summer","TSS"
"Tolumonas","Zotu4712",0.009,"Summer","TSS"
"uncultured","Zotu4713",0.003,"Summer","TSS"
"UCG-009","Zotu4715",0.002,"Fall-Spring-Winter","TSS"
"Absconditabacteriales_","Zotu4716",0.001,"Spring-Winter","TSS"
"Bacteroidetes_vadinHA17","Zotu4717",0.001,"Fall-Spring-Winter","TSS"
"Pseudomonas","Zotu4719",0.029,"Summer","TSS"
"SM2D12","Zotu4720",0.001,"Summer","TSS"
"Blautia","Zotu4723",0.036,"Fall-Spring-Summer","TSS"
"Bacteroides","Zotu4725",0.001,"Summer","TSS"
"Megamonas","Zotu4729",0.001,"Summer","TSS"
"Kaistia","Zotu4730",0.001,"Summer","TSS"
"Aeromonas","Zotu4731",0.012,"Fall-Summer","TSS"
"Macellibacteroides","Zotu4733",0.004,"Fall-Spring-Summer","TSS"
"Acinetobacter","Zotu4737",0.027,"Summer","TSS"
"Acinetobacter","Zotu4739",0.031,"Fall-Summer","TSS"
"Desulfobulbus","Zotu4742",0.037,"Summer","TSS"
"Defluviitalea","Zotu4743",0.018,"Fall-Summer","TSS"
"Escherichia-Shigella","Zotu4749",0.001,"Fall-Spring-Winter","TSS"
"Bacteroides","Zotu4750",0.035,"Spring-Summer-Winter","TSS"
"Leptothrix","Zotu4751",0.026,"Summer","TSS"
"Alkanindiges","Zotu4752",0.001,"Spring-Summer-Winter","TSS"
"Romboutsia","Zotu4755",0.001,"Fall-Spring-Winter","TSS"
"Intestinibacter","Zotu4756",0.005,"Summer","TSS"
"uncultured","Zotu4758",0.007,"Summer","TSS"
"Coprothermobacter","Zotu4760",0.008,"Fall-Summer","TSS"
"Bacteroides","Zotu4763",0.017,"Fall-Spring-Summer","TSS"
"Lautropia","Zotu4765",0.001,"Fall-Spring-Winter","TSS"
"Shuttleworthia","Zotu4768",0.001,"Summer","TSS"
"Romboutsia","Zotu4769",0.038,"Summer","TSS"
"uncultured","Zotu4771",0.007,"Fall-Spring-Winter","TSS"
"Sulfuricurvum","Zotu4775",0.008,"Summer","TSS"
"[Ruminococcus]_torques_group","Zotu4778",0.001,"Summer","TSS"
"Hydrogenophaga","Zotu4786",0.024,"Summer","TSS"
"Bacteroides","Zotu4787",0.047,"Summer","TSS"
"Candidatus_Paracaedibacter","Zotu4794",0.001,"Spring-Winter","TSS"
"Microlunatus","Zotu4796",0.033,"Fall-Winter","TSS"
"uncultured","Zotu4797",0.002,"Spring-Winter","TSS"
"Phaselicystis","Zotu4798",0.003,"Fall-Spring-Winter","TSS"
"Undibacterium","Zotu4799",0.003,"Fall-Spring-Winter","TSS"
"uncultured","Zotu4800",0.001,"Spring-Winter","TSS"
"Actinomyces","Zotu4804",0.002,"Fall-Spring-Winter","TSS"
"Akkermansia","Zotu4805",0.002,"Fall-Spring-Winter","TSS"
"Pseudorhodobacter","Zotu4807",0.02,"Fall","TSS"
"Diaphorobacter","Zotu4810",0.001,"Fall-Spring-Winter","TSS"
"Propionivibrio","Zotu4811",0.002,"Fall-Spring-Winter","TSS"
"Candidatus_Accumulibacter","Zotu4814",0.001,"Fall-Spring","TSS"
"Bergeyella","Zotu4815",0.001,"Fall-Spring-Winter","TSS"
"Bacteroides","Zotu4816",0.001,"Spring-Winter","TSS"
"Acinetobacter","Zotu4818",0.005,"Winter","TSS"
"Polaromonas","Zotu4820",0.001,"Fall-Spring-Winter","TSS"
"Acidovorax","Zotu4821",0.045,"Fall","TSS"
"Anaerovorax","Zotu4823",0.002,"Fall-Spring","TSS"
"Microbacterium","Zotu4824",0.001,"Fall-Spring-Winter","TSS"
"Acinetobacter","Zotu4826",0.017,"Fall-Spring-Winter","TSS"
"Christensenellaceae_R-7_group","Zotu4827",0.007,"Spring","TSS"
"Dechlorobacter","Zotu4833",0.004,"Fall-Spring-Winter","TSS"
"Klebsiella","Zotu4836",0.015,"Fall-Spring-Winter","TSS"
"Microbacterium","Zotu4840",0.001,"Fall-Spring-Winter","TSS"
"Anaerovorax","Zotu4841",0.041,"Fall","TSS"
"Paucibacter","Zotu4843",0.001,"Fall-Spring-Winter","TSS"
"uncultured","Zotu4846",0.001,"Fall-Spring-Winter","TSS"
"Saccharimonadales","Zotu4848",0.001,"Fall-Spring-Winter","TSS"
"Tolumonas","Zotu4852",0.002,"Fall-Spring-Winter","TSS"
"Empedobacter","Zotu4859",0.001,"Fall-Spring-Winter","TSS"
"Cloacibacterium","Zotu4860",0.001,"Spring","TSS"
"LCP-89","Zotu4864",0.007,"Fall-Spring","TSS"
"Hyphomicrobium","Zotu4867",0.002,"Fall","TSS"
"WCHB1-32","Zotu4868",0.015,"Fall-Spring-Winter","TSS"
"[Ruminococcus]_torques_group","Zotu4869",0.017,"Fall","TSS"
"Fervidobacterium","Zotu4870",0.003,"Winter","TSS"
"Acinetobacter","Zotu4872",0.026,"Fall-Spring","TSS"
"Thiothrix","Zotu4877",0.002,"Fall-Spring-Winter","TSS"
"LCP-89","Zotu4885",0.001,"Fall-Spring-Winter","TSS"
"Diaphorobacter","Zotu4888",0.001,"Fall-Spring-Winter","TSS"
"Syntrophaceticus","Zotu4890",0.028,"Spring-Winter","TSS"
"TM7a","Zotu4892",0.001,"Spring-Winter","TSS"
"Phaselicystis","Zotu4893",0.001,"Spring","TSS"
"Cetobacterium","Zotu4894",0.002,"Fall-Spring-Winter","TSS"
"0319-6G20","Zotu4896",0.023,"Fall-Spring-Winter","TSS"
"uncultured","Zotu4899",0.001,"Summer","TSS"
"Agathobacter","Zotu4901",0.022,"Fall","TSS"
"Desulfovibrio","Zotu4905",0.002,"Spring-Winter","TSS"
"Chryseobacterium","Zotu4908",0.001,"Spring-Winter","TSS"
"Acinetobacter","Zotu4909",0.013,"Fall-Spring-Winter","TSS"
"uncultured","Zotu4918",0.001,"Spring-Winter","TSS"
"Aeromonas","Zotu4920",0.001,"Fall-Spring-Winter","TSS"
"Mycobacterium","Zotu4921",0.001,"Fall","TSS"
"Coprothermobacter","Zotu4926",0.015,"Fall-Spring","TSS"
"Macellibacteroides","Zotu4928",0.01,"Fall-Spring-Winter","TSS"
"Paracoccus","Zotu4933",0.041,"Fall","TSS"
"SM2D12","Zotu4934",0.028,"Spring-Winter","TSS"
"Haliangium","Zotu4935",0.001,"Spring","TSS"
"Macellibacteroides","Zotu4936",0.001,"Spring-Winter","TSS"
"Phreatobacter","Zotu4939",0.001,"Spring-Winter","TSS"
"Acidovorax","Zotu4940",0.001,"Fall-Spring-Winter","TSS"
"Aminobacter","Zotu4941",0.001,"Spring-Winter","TSS"
"Dysgonomonas","Zotu4946",0.015,"Fall-Winter","TSS"
"Bacteroides","Zotu4947",0.005,"Fall-Spring-Winter","TSS"
"Bacteroides","Zotu4951",0.002,"Fall-Spring-Winter","TSS"
"Tolumonas","Zotu4953",0.024,"Spring","TSS"
"Streptococcus","Zotu4955",0.02,"Spring","TSS"
"Christensenellaceae_R-7_group","Zotu4973",0.002,"Fall-Winter","TSS"
"Acinetobacter","Zotu4978",0.008,"Fall-Winter","TSS"
"Prevotella","Zotu4979",0.004,"Fall-Spring-Winter","TSS"
"Acinetobacter","Zotu4984",0.002,"Fall-Spring-Winter","TSS"
"Lactococcus","Zotu4987",0.001,"Fall-Winter","TSS"
"Bacteroides","Zotu4990",0.001,"Fall-Spring-Winter","TSS"
"Blastochloris","Zotu4991",0.044,"Spring-Winter","TSS"
"uncultured","Zotu4992",0.001,"Summer","TSS"
"Dechloromonas","Zotu4993",0.02,"Fall","TSS"
"Propionicimonas","Zotu4997",0.002,"Fall-Spring-Winter","TSS"
"Ruminococcus","Zotu5001",0.023,"Fall","TSS"
"AB1","Zotu5007",0.046,"Fall-Spring-Winter","TSS"
"uncultured","Zotu5008",0.031,"Fall-Spring-Winter","TSS"
"Christensenellaceae_R-7_group","Zotu5014",0.009,"Fall","TSS"
"Klebsiella","Zotu5016",0.001,"Fall-Spring-Winter","TSS"
"uncultured","Zotu5019",0.001,"Fall","TSS"
"P3OB-42","Zotu5020",0.008,"Spring-Winter","TSS"
"Tetrasphaera","Zotu5022",0.006,"Fall-Summer","TSS"
"Dechloromonas","Zotu5023",0.017,"Spring-Winter","TSS"
"Barnesiella","Zotu5027",0.004,"Fall-Spring","TSS"
"AKIW659","Zotu5033",0.049,"Summer","TSS"
"Phreatobacter","Zotu5042",0.001,"Spring-Winter","TSS"
"Citrobacter","Zotu5043",0.043,"Fall-Spring-Winter","TSS"
"Nakamurella","Zotu5045",0.01,"Fall-Spring-Winter","TSS"
"uncultured","Zotu5055",0.001,"Summer","TSS"
"Mitochondria","Zotu5057",0.035,"Fall-Spring-Winter","TSS"
"Acinetobacter","Zotu5059",0.002,"Fall-Spring","TSS"
"Vitreoscilla","Zotu5064",0.044,"Fall-Spring-Summer","TSS"
"Desulfitibacter","Zotu5065",0.01,"Fall-Spring-Winter","TSS"
"Pseudarcobacter","Zotu5070",0.03,"Fall-Summer","TSS"
"Williamwhitmania","Zotu5072",0.001,"Spring-Winter","TSS"
"Luteolibacter","Zotu5073",0.006,"Fall-Spring-Winter","TSS"
"Acinetobacter","Zotu5080",0.003,"Fall","TSS"
"Sporanaerobacter","Zotu5083",0.008,"Fall-Spring","TSS"
"Paludibacter","Zotu5089",0.038,"Fall-Spring","TSS"
"Ideonella","Zotu5092",0.002,"Fall-Spring","TSS"
"Syntrophomonas","Zotu5093",0.023,"Spring","TSS"
"Chryseobacterium","Zotu5095",0.001,"Summer","TSS"
"uncultured","Zotu5107",0.023,"Fall-Spring-Winter","TSS"
"Coprothermobacter","Zotu5111",0.006,"Fall-Spring-Winter","TSS"
"Defluviitalea","Zotu5113",0.001,"Summer","TSS"
"Tolumonas","Zotu5115",0.001,"Fall-Spring-Winter","TSS"
"Ferruginibacter","Zotu5116",0.033,"Spring","TSS"
"Uruburuella","Zotu5118",0.01,"Fall-Spring","TSS"
"Micropruina","Zotu5119",0.009,"Fall-Spring","TSS"
"Faecalibacterium","Zotu5121",0.001,"Spring-Winter","TSS"
"uncultured","Zotu5123",0.018,"Fall","TSS"
"Bacteroides","Zotu5124",0.002,"Summer","TSS"
"Pseudomonas","Zotu5126",0.002,"Spring","TSS"
"Klebsiella","Zotu5129",0.034,"Fall-Winter","TSS"
"uncultured","Zotu5131",0.001,"Spring-Winter","TSS"
"Acinetobacter","Zotu5133",0.027,"Fall-Spring-Summer","TSS"
"Uliginosibacterium","Zotu5136",0.012,"Fall-Spring-Winter","TSS"
"Sphingobium","Zotu5137",0.026,"Summer","TSS"
"[Agitococcus]_lubricus_group","Zotu5138",0.018,"Fall","TSS"
"Vitreoscilla","Zotu5139",0.049,"Summer","TSS"
"Bacteroides","Zotu5143",0.003,"Fall-Spring","TSS"
"Rhizorhapis","Zotu5144",0.008,"Spring","TSS"
"uncultured","Zotu5145",0.006,"Fall-Spring-Winter","TSS"
"uncultured","Zotu5150",0.008,"Fall","TSS"
"Syntrophomonas","Zotu5155",0.001,"Spring-Winter","TSS"
"Paludibacter","Zotu5158",0.001,"Fall-Winter","TSS"
"uncultured","Zotu5159",0.015,"Fall-Summer","TSS"
"BSV13","Zotu5160",0.001,"Summer","TSS"
"Williamwhitmania","Zotu5164",0.003,"Spring","TSS"
"Dechloromonas","Zotu5167",0.025,"Winter","TSS"
"Fonticella","Zotu5168",0.002,"Fall-Spring-Winter","TSS"
"Absconditabacteriales_","Zotu5170",0.014,"Winter","TSS"
"LiUU-11-161","Zotu5171",0.001,"Spring-Winter","TSS"
"Clostridium_sensu_stricto_1","Zotu5175",0.037,"Fall-Spring-Winter","TSS"
"Bacteroides","Zotu5183",0.03,"Fall-Summer","TSS"
"uncultured","Zotu5189",0.018,"Fall","TSS"
"Kapabacteriales","Zotu5198",0.001,"Summer","TSS"
"uncultured","Zotu5202",0.001,"Spring-Winter","TSS"
"Fusicatenibacter","Zotu5203",0.029,"Fall-Spring-Winter","TSS"
"Devosiaceae","Zotu5207",0.001,"Summer","TSS"
"Propionivibrio","Zotu5208",0.03,"Spring-Winter","TSS"
"Paludibacter","Zotu5209",0.008,"Summer","TSS"
"Citrobacter","Zotu5210",0.034,"Fall-Summer-Winter","TSS"
"Macellibacteroides","Zotu5213",0.044,"Summer","TSS"
"[Agitococcus]_lubricus_group","Zotu5215",0.006,"Fall-Spring-Winter","TSS"
"Aeromonas","Zotu5216",0.002,"Summer-Winter","TSS"
"Coprothermobacter","Zotu5220",0.001,"Fall-Spring-Winter","TSS"
"Christensenellaceae_R-7_group","Zotu5222",0.002,"Spring","TSS"
"Paludibacter","Zotu5223",0.025,"Fall-Spring-Winter","TSS"
"Caldicoprobacter","Zotu5226",0.031,"Spring","TSS"
"Gemmobacter","Zotu5227",0.007,"Summer","TSS"
"MBA03","Zotu5228",0.042,"Summer","TSS"
"Flavobacterium","Zotu5230",0.001,"Spring","TSS"
"Acinetobacter","Zotu5232",0.008,"Fall-Spring-Summer","TSS"
"env.OPS_17","Zotu5236",0.001,"Spring-Winter","TSS"
"Aeromonas","Zotu5237",0.001,"Fall-Summer","TSS"
"WCHB1-32","Zotu5238",0.002,"Fall-Spring-Winter","TSS"
"Lelliottia","Zotu5239",0.025,"Fall-Spring-Winter","TSS"
"Enterococcus","Zotu5240",0.002,"Summer","TSS"
"uncultured","Zotu5242",0.002,"Summer","TSS"
"Propionivibrio","Zotu5243",0.001,"Summer","TSS"
"uncultured","Zotu5244",0.014,"Fall-Summer-Winter","TSS"
"Roseimarinus","Zotu5247",0.001,"Spring-Winter","TSS"
"Sphingobium","Zotu5248",0.002,"Winter","TSS"
"Flavobacterium","Zotu5254",0.035,"Fall-Summer","TSS"
"Acinetobacter","Zotu5256",0.018,"Fall-Summer","TSS"
"BSV13","Zotu5259",0.024,"Summer","TSS"
"[Cytophaga]_xylanolytica_group","Zotu5263",0.009,"Summer","TSS"
"uncultured","Zotu5267",0.008,"Spring-Summer-Winter","TSS"
"Veillonella","Zotu5268",0.001,"Fall-Spring-Winter","TSS"
"Legionella","Zotu5269",0.005,"Summer","TSS"
"FTLpost3","Zotu5271",0.001,"Summer","TSS"
"Flavobacterium","Zotu5280",0.001,"Fall-Summer","TSS"
"Desulfobulbus","Zotu5281",0.033,"Spring","TSS"
"Haliangium","Zotu5282",0.016,"Summer","TSS"
"Beggiatoa","Zotu5283",0.001,"Summer","TSS"
"Catenisphaera","Zotu5287",0.015,"Fall-Spring-Summer","TSS"
"Ferruginibacter","Zotu5293",0.001,"Summer","TSS"
"Bifidobacterium","Zotu5295",0.023,"Fall-Summer","TSS"
"Tepidanaerobacter","Zotu5297",0.041,"Spring","TSS"
"Terrimicrobium","Zotu5298",0.001,"Summer","TSS"
"Cloacibacterium","Zotu5301",0.048,"Fall-Spring","TSS"
"Flavobacterium","Zotu5303",0.003,"Summer","TSS"
"Desulfovibrio","Zotu5304",0.01,"Fall","TSS"
"uncultured","Zotu5305",0.015,"Summer","TSS"
"Bacteroides","Zotu5306",0.001,"Summer","TSS"
"uncultured","Zotu5307",0.001,"Summer","TSS"
"Formivibrio","Zotu5308",0.001,"Spring-Winter","TSS"
"Cloacibacterium","Zotu5309",0.009,"Fall-Spring-Winter","TSS"
"Holdemanella","Zotu5312",0.001,"Summer","TSS"
"Flavobacterium","Zotu5316",0.011,"Fall","TSS"
"Paludibacter","Zotu5318",0.013,"Fall-Spring-Winter","TSS"
"Desulfobulbus","Zotu5319",0.001,"Spring-Winter","TSS"
"Babeliales","Zotu5320",0.001,"Summer","TSS"
"Bacteroides","Zotu5323",0.001,"Summer","TSS"
"Acinetobacter","Zotu5324",0.013,"Summer","TSS"
"Chryseobacterium","Zotu5326",0.001,"Spring-Summer","TSS"
"Caulobacter","Zotu5327",0.001,"Summer","TSS"
"Flavobacterium","Zotu5328",0.001,"Fall-Summer","TSS"
"Bacteroides","Zotu5330",0.001,"Fall-Spring","TSS"
"Veillonella","Zotu5335",0.009,"Fall","TSS"
"uncultured","Zotu5336",0.001,"Summer","TSS"
"RBG-16-49-21","Zotu5338",0.007,"Summer","TSS"
"Phaselicystis","Zotu5341",0.048,"Spring-Summer-Winter","TSS"
"Diaphorobacter","Zotu5342",0.024,"Spring-Summer-Winter","TSS"
"Dysgonomonas","Zotu5343",0.004,"Spring","TSS"
"Acinetobacter","Zotu5344",0.004,"Summer","TSS"
"Zoogloea","Zotu5348",0.001,"Winter","TSS"
"Anaerostipes","Zotu5349",0.024,"Summer-Winter","TSS"
"uncultured","Zotu5350",0.002,"Fall-Summer","TSS"
"Chloroplast","Zotu5351",0.001,"Summer","TSS"
"ST-12K33","Zotu5354",0.002,"Summer","TSS"
"uncultured","Zotu5356",0.002,"Summer","TSS"
"alphaI_cluster","Zotu5363",0.009,"Fall-Spring","TSS"
"Cloacibacterium","Zotu5364",0.005,"Summer","TSS"
